patch_id,instance_id,boundary_ratio
10000,1,0.48514851485148514
10000,2,0.4383561643835616
10000,3,0.22522522522522523
10000,4,1.0
10000,5,0.39751552795031053
10000,6,0.631578947368421
10000,7,0.34415584415584416
10000,8,0.2909090909090909
10000,9,0.6666666666666666
10000,10,0.2723404255319149
10000,11,0.3
10000,12,0.36486486486486486
10000,13,0.6285714285714286
10000,14,0.3877551020408163
10000,15,1.0
10000,16,0.46825396825396826
10000,17,1.0
10000,18,0.4519230769230769
10000,19,0.2708333333333333
10000,20,0.3472222222222222
10000,21,1.0
10000,22,1.0
10000,23,0.12536023054755044
10000,24,0.4
10000,25,0.4418604651162791
10000,26,0.4576271186440678
10000,27,0.6666666666666666
10000,28,0.2376237623762376
10000,29,0.7741935483870968
10000,30,0.26666666666666666
10000,31,0.3333333333333333
10000,32,0.5660377358490566
10000,33,0.5769230769230769
10000,34,0.43564356435643564
10000,35,0.19658119658119658
10000,36,0.08888888888888889
10000,37,0.31
10000,38,0.46153846153846156
10000,39,0.4827586206896552
10000,40,0.38095238095238093
10000,41,0.41379310344827586
10000,42,0.5945945945945946
10000,43,0.39344262295081966
10000,44,0.22
10000,45,0.45454545454545453
10000,46,0.23622047244094488
10000,47,0.3140495867768595
10000,48,0.4868421052631579
10000,49,0.3157894736842105
10000,50,0.3614457831325301
10000,52,0.2972972972972973
10000,53,0.5254237288135594
10000,54,0.2537313432835821
10000,55,0.425
10000,56,0.47058823529411764
10000,57,0.36507936507936506
10000,58,0.3049645390070922
10000,59,0.19753086419753085
10000,60,0.3333333333333333
10000,61,0.32432432432432434
10000,62,0.5172413793103449
10000,63,0.3333333333333333
10000,64,0.1651376146788991
10000,65,0.5632183908045977
10000,66,0.5573770491803278
10000,67,0.7741935483870968
10000,68,0.4142857142857143
10000,69,0.23394495412844038
10000,70,0.43902439024390244
10000,71,0.2882882882882883
10000,72,0.6407766990291263
10000,73,0.5645161290322581
10000,74,0.4350282485875706
10000,75,0.3488372093023256
10000,76,0.18543046357615894
10000,77,0.21428571428571427
10000,78,0.45161290322580644
10000,79,0.5604395604395604
10000,80,0.45454545454545453
10000,81,0.4473684210526316
10000,82,0.4307692307692308
10000,83,0.48717948717948717
10000,84,0.3829787234042553
10000,85,0.0
10000,86,0.18269230769230768
10000,87,0.17598343685300208
10000,88,0.625
10000,89,0.375
10000,90,0.6785714285714286
10000,91,1.0
10000,92,1.0
10000,93,0.40939597315436244
10000,94,0.39473684210526316
10000,95,0.5238095238095238
10000,96,0.7352941176470589
10000,97,1.0
10000,98,0.4725274725274725
10000,100,1.0
10000,101,0.49514563106796117
10000,102,0.4022346368715084
10000,103,0.7037037037037037
10000,104,0.7692307692307693
10000,105,0.3524590163934426
10000,106,0.45454545454545453
10000,107,0.423841059602649
10000,108,0.33451957295373663
10000,109,0.5882352941176471
10000,110,0.39215686274509803
10000,111,0.3691275167785235
10000,113,0.1875
10000,114,0.23232323232323232
10000,115,0.23109243697478993
10000,116,0.4050632911392405
10000,117,0.875
10000,118,0.07446808510638298
10000,119,0.1282051282051282
10001,1,0.9411764705882353
10001,2,0.7567567567567568
10001,3,1.0
10001,4,0.3617021276595745
10001,5,0.37142857142857144
10001,6,0.40298507462686567
10001,7,0.510752688172043
10001,8,0.6444444444444445
10001,9,0.6666666666666666
10001,10,0.45
10001,11,0.5714285714285714
10001,12,0.8
10001,13,0.543859649122807
10001,14,0.48484848484848486
10001,15,0.8636363636363636
10001,16,0.8421052631578947
10001,17,0.7666666666666667
10001,18,0.22522522522522523
10001,19,0.8888888888888888
10001,20,0.4
10001,21,0.5
10001,22,0.8222222222222222
10001,23,0.48484848484848486
10001,24,0.581081081081081
10001,25,0.3680555555555556
10001,26,0.5654761904761905
10001,27,0.42962962962962964
10001,28,0.4631578947368421
10001,29,0.75
10001,30,0.35714285714285715
10001,31,0.5633802816901409
10001,32,0.36666666666666664
10001,34,0.45
10001,35,0.42857142857142855
10001,36,0.9230769230769231
10001,37,0.4
10001,38,0.47368421052631576
10001,39,0.435
10001,40,0.76
10001,41,0.42105263157894735
10001,42,0.6666666666666666
10001,43,0.32985074626865674
10001,44,0.5591397849462365
10001,45,0.3875
10001,46,0.75
10001,47,0.348993288590604
10001,48,0.53125
10001,49,0.44537815126050423
10001,50,0.6
10001,51,0.373134328358209
10001,52,0.9642857142857143
10001,53,0.7209302325581395
10001,54,0.4782608695652174
10001,55,0.5555555555555556
10001,56,0.4857142857142857
10001,57,0.3617021276595745
10001,58,0.5714285714285714
10001,59,0.4292929292929293
10001,60,0.3898305084745763
10001,61,0.6086956521739131
10001,62,0.8378378378378378
10001,63,0.6086956521739131
10001,64,0.5444444444444444
10001,65,0.3175182481751825
10001,66,0.25443786982248523
10001,68,0.9411764705882353
10001,69,0.29959514170040485
10001,70,0.38940092165898615
10001,71,0.6190476190476191
10001,72,0.8
10001,73,0.8809523809523809
10001,74,0.7027027027027027
10001,75,0.875
10001,77,0.45054945054945056
10001,78,0.28771929824561404
10001,79,0.42857142857142855
10001,80,1.0
10001,81,1.0
10001,82,0.74
10001,83,0.6271186440677966
10001,84,1.0
10001,85,0.0
10001,86,0.3333333333333333
10001,87,1.0
10001,88,0.5185185185185185
10001,89,0.8636363636363636
10001,90,0.9166666666666666
10001,91,0.5384615384615384
10001,92,0.5416666666666666
10001,93,0.7580645161290323
10001,94,0.8
